,Education,Marital_Status,Income,Children,Recency,Total_spent,Total_no_purchase,TotalAcceptedCmp,Complain,Response,Age,Labels
898,3,1,75114.0,0,40,1253,19,0,0,0,29,1
899,2,0,52278.0,1,24,1198,31,1,0,1,58,2
900,1,1,35641.0,1,11,178,10,1,0,1,49,2
901,3,0,95529.0,0,29,1990,18,2,0,1,27,2
902,3,1,62820.0,0,51,976,14,0,0,0,67,1
903,1,1,73113.0,0,86,1001,15,0,0,0,61,1
904,2,1,84169.0,0,9,1919,20,3,0,1,39,2
905,1,0,42607.0,1,30,350,14,0,0,0,67,0
906,2,0,74637.0,0,73,1650,25,1,0,0,67,1
907,2,1,46015.0,2,25,46,5,2,0,0,66,0
908,3,0,72354.0,0,67,1228,19,0,0,0,28,1
909,1,0,39858.0,1,67,95,7,1,0,1,52,2
910,2,1,34469.0,2,58,62,9,0,0,0,73,0
911,3,1,83033.0,1,82,1761,26,1,0,0,35,1
912,1,1,24401.0,0,98,467,16,0,0,0,42,0
913,3,1,77583.0,0,93,1149,19,1,0,0,43,1
914,1,0,74116.0,0,53,2052,19,1,0,0,39,1
915,3,0,74293.0,0,66,1127,16,0,0,0,28,1
916,2,1,68397.0,1,6,1416,21,0,0,0,45,1
917,2,1,79632.0,0,42,1113,20,0,0,0,47,1
918,3,0,46107.0,1,78,125,7,0,0,0,32,0
919,2,0,64950.0,1,29,966,25,1,0,0,70,1
920,0,1,25443.0,1,82,32,5,0,0,0,32,0
921,3,0,75127.0,0,92,833,19,0,0,0,69,1
922,2,1,32892.0,1,78,46,8,0,0,0,50,0
923,3,1,71796.0,0,54,960,17,0,0,0,50,1
924,2,1,67536.0,1,45,1829,30,1,0,0,51,1
925,3,0,55239.0,1,59,779,26,0,0,0,50,1
926,2,0,60554.0,1,8,811,23,0,0,0,46,1
927,1,0,64831.0,2,51,1120,22,0,0,0,69,1
928,2,1,56067.0,1,51,725,20,0,0,0,59,1
929,3,0,82025.0,0,76,1187,12,2,0,1,38,2
930,3,1,94384.0,0,62,2302,18,4,0,1,68,2
931,0,0,14906.0,0,86,66,9,0,0,0,35,0
932,2,1,51563.0,0,60,1250,19,2,0,0,34,1
933,1,1,57937.0,1,56,683,20,0,0,0,39,1
934,3,0,68274.0,2,83,305,13,0,0,0,42,0
935,3,1,39771.0,1,92,50,6,0,0,0,44,0
936,1,0,67893.0,1,31,995,16,0,0,0,46,1
937,2,1,27922.0,1,80,41,6,0,0,0,42,0
938,2,1,52190.0,2,39,77,9,1,0,0,45,0
939,1,0,44051.0,2,20,171,12,1,0,1,48,2
940,2,0,42767.0,2,53,131,7,0,0,0,50,0
941,1,1,46106.0,2,84,54,5,0,0,0,45,0
942,2,1,16927.0,2,50,53,12,0,0,0,45,0
943,3,1,59754.0,1,96,475,16,1,0,1,56,2
944,3,0,53700.0,1,94,694,22,0,0,0,69,1
945,3,1,59041.0,2,25,96,8,0,0,0,48,0
946,2,0,54237.0,1,48,361,16,0,0,0,64,0
947,3,0,70647.0,1,65,1079,26,0,0,0,54,1
948,2,0,52597.0,1,69,578,20,0,0,0,59,1
949,1,1,41021.0,1,12,64,7,1,0,1,52,2
950,2,1,40233.0,1,84,149,13,0,0,0,46,0
951,3,1,50183.0,2,47,231,17,0,0,0,41,0
952,3,1,54753.0,1,87,728,21,0,0,0,62,1
953,3,1,92955.0,0,35,1778,23,3,0,1,48,2
954,3,1,33471.0,1,47,93,10,0,0,0,48,0
955,2,1,34596.0,1,48,23,4,1,0,1,47,0
956,3,1,44010.0,1,46,662,24,0,0,0,41,1
957,3,1,84219.0,0,27,1198,18,0,0,0,33,1
958,2,1,40706.0,3,37,81,11,0,0,0,53,0
959,1,1,15716.0,1,8,92,10,0,1,0,33,3
960,1,0,59052.0,1,29,491,18,0,0,0,62,1
961,1,1,80573.0,0,85,1564,24,0,0,0,50,1
962,3,1,83715.0,0,2,926,24,0,0,0,59,1
963,1,1,82576.0,0,66,1910,19,1,0,0,62,1
964,1,1,56962.0,3,60,411,21,0,0,0,56,0
965,3,1,35704.0,2,54,94,9,0,0,0,69,0
966,3,1,53103.0,1,70,1085,28,1,0,0,67,1
967,1,0,46779.0,2,55,23,4,0,0,0,61,0
968,3,0,4861.0,0,20,6,0,0,0,0,56,0
969,1,0,33462.0,1,78,54,6,0,0,0,42,0
970,3,0,63693.0,1,63,1150,29,0,0,0,43,1
971,3,1,80763.0,0,17,1415,23,3,0,1,71,2
972,2,1,65352.0,1,43,405,16,0,0,0,47,1
973,2,1,82170.0,0,13,1908,19,0,0,0,43,1
974,3,1,75759.0,0,46,2486,26,4,0,1,52,2
975,1,0,79689.0,0,65,1315,27,0,0,0,45,1
976,2,0,35340.0,2,1,45,7,0,0,0,65,0
977,3,0,85683.0,0,6,1789,17,5,0,1,67,2
978,1,1,24884.0,1,32,19,4,0,0,0,49,0
979,1,1,42021.0,1,34,573,22,1,0,0,40,1
980,3,0,64449.0,1,70,805,24,0,0,0,32,1
981,3,0,64587.0,2,49,108,8,0,0,0,67,0
982,3,0,34824.0,0,65,23,4,0,0,0,26,0
983,3,1,75437.0,0,25,1493,23,1,0,0,43,1
984,3,1,26091.0,2,84,89,9,0,0,0,64,0
985,3,1,52845.0,1,7,936,25,1,0,0,48,1
986,3,0,46086.0,1,34,343,16,0,0,0,65,0
987,2,0,78028.0,1,38,528,20,3,0,1,65,2
988,2,0,95169.0,0,1,1901,12,3,0,1,34,2
989,1,1,56337.0,2,25,724,22,3,0,1,40,2
990,3,1,22434.0,1,25,58,7,0,0,0,34,0
991,2,1,36930.0,1,50,297,16,0,0,0,67,0
992,3,0,36130.0,1,46,488,21,2,0,1,67,2
993,1,1,65569.0,1,96,859,23,0,0,0,68,1
994,3,1,83844.0,0,57,1574,20,1,0,0,69,1
995,3,1,19514.0,2,47,69,10,1,0,0,53,0
996,2,0,36736.0,2,52,17,4,0,0,0,58,0
997,3,1,77568.0,1,30,2194,21,3,0,0,42,2
998,2,1,49187.0,1,63,116,8,0,0,0,45,0
999,3,0,30168.0,1,51,279,18,0,0,0,43,0
1000,1,1,34053.0,1,14,103,7,0,0,0,53,0
1001,1,1,38196.0,2,20,44,9,0,0,0,50,0
1002,1,1,59412.0,0,56,406,15,0,0,0,70,1
1003,1,1,70924.0,0,41,1363,20,1,0,0,56,1
1004,3,1,54165.0,0,72,236,11,0,0,0,52,0
1005,3,1,32300.0,1,1,39,5,0,0,0,48,0
1006,3,0,20180.0,0,27,137,8,0,0,0,45,0
1007,3,1,34961.0,1,77,79,10,0,0,0,48,0
1008,2,1,28440.0,1,87,63,6,0,0,0,47,0
1009,2,1,64504.0,3,81,1314,25,1,0,1,68,2
1010,1,1,33564.0,1,51,71,6,0,0,0,55,0
1011,3,1,17345.0,1,79,58,7,0,0,0,43,0
1012,2,1,56320.0,1,11,702,21,0,0,0,54,1
1013,3,0,28647.0,1,54,94,7,2,0,1,43,2
1014,0,0,15038.0,1,93,80,7,0,0,0,34,0
1015,2,0,32173.0,1,0,22,5,0,0,0,63,0
1016,1,1,68316.0,1,54,1211,32,0,0,0,57,1
1017,3,1,74538.0,0,21,1461,22,2,0,1,50,2
1018,3,0,91700.0,0,58,1968,20,1,0,1,50,2
1019,3,1,68695.0,0,3,1091,16,0,0,0,52,1
1020,1,1,31056.0,1,99,55,5,0,0,0,44,0
1021,3,1,79593.0,0,70,1366,19,1,0,0,48,1
1022,3,0,28071.0,0,65,313,13,0,0,0,41,0
1023,2,1,37334.0,2,44,62,11,0,0,0,63,0
1024,1,0,46423.0,2,6,92,9,0,0,0,49,0
1025,2,1,37126.0,1,9,72,6,2,0,1,50,2
1026,3,1,47703.0,1,95,655,21,0,0,0,68,1
1027,3,1,61180.0,1,70,704,18,1,0,0,62,1
1028,3,1,38998.0,2,92,54,8,0,1,0,67,3
1029,3,0,8028.0,0,62,178,16,0,0,0,30,0
1030,3,1,76081.0,0,85,1033,14,1,0,0,59,1
1031,3,1,34728.0,1,2,36,5,1,0,1,35,2
1032,1,0,33168.0,1,0,122,10,0,0,0,56,0
1033,1,1,33585.0,1,91,122,7,0,0,0,55,0
1034,2,1,77037.0,1,3,1123,27,0,0,0,61,1
1035,3,1,35196.0,1,68,497,18,1,0,1,37,2
1036,3,1,44529.0,1,98,691,25,1,0,0,55,1
1037,1,1,70924.0,0,41,1363,20,1,0,0,56,1
1038,2,1,28764.0,2,16,12,4,1,0,0,55,0
1039,2,1,69098.0,0,82,2440,25,0,0,0,72,1
1040,1,0,25959.0,2,1,56,7,1,0,1,51,2
1041,1,1,27100.0,1,64,37,5,0,0,0,38,0
1042,3,0,70596.0,0,68,968,21,0,0,0,36,1
1043,3,1,42557.0,1,98,270,15,0,0,0,47,0
1044,2,1,53312.0,0,32,278,12,0,0,0,70,1
1045,3,0,72228.0,0,87,1250,22,0,0,0,69,1
1046,3,1,67605.0,0,84,938,17,0,0,0,34,1
1047,1,1,62845.0,2,3,1178,28,1,0,0,72,1
1048,3,1,65196.0,2,34,1155,26,1,0,0,63,1
1049,2,0,42000.0,0,23,653,20,1,0,1,34,2
1050,2,0,35860.0,2,37,49,6,1,0,0,48,0
1051,2,1,65526.0,1,22,506,17,0,0,0,57,1
1052,3,1,16860.0,2,19,38,8,0,0,0,60,0
1053,3,0,83528.0,0,7,1650,23,3,0,1,29,2
1054,1,0,64176.0,1,52,1826,33,0,0,0,56,1
1055,3,0,22304.0,0,91,18,4,0,0,0,65,0
1056,3,1,67023.0,0,93,906,24,0,1,0,43,3
1057,2,1,32892.0,1,78,46,8,0,0,0,50,0
1058,3,1,70713.0,1,23,1477,25,0,0,0,55,1
1059,3,1,59925.0,1,83,766,23,0,0,0,66,1
1060,3,1,39722.0,1,92,47,7,0,0,0,68,0
1061,3,1,46610.0,0,4,467,14,0,0,0,63,1
1062,3,1,88347.0,0,32,2116,21,1,0,0,60,1
1063,2,1,87171.0,0,27,1298,25,2,0,0,40,1
1064,1,1,26907.0,2,10,22,6,0,0,0,45,0
1065,1,0,50014.0,1,9,396,15,0,0,0,53,0
1066,2,1,41014.0,1,65,20,4,0,0,0,43,0
1067,3,0,66294.0,0,68,967,13,0,0,0,56,1
1068,3,1,36715.0,1,16,357,19,1,0,1,50,2
1069,3,1,79456.0,0,12,1401,16,1,0,1,65,2
1070,3,1,40479.0,1,95,15,4,0,0,0,39,0
1071,1,0,75345.0,0,16,2087,20,2,0,1,51,2
1072,3,1,54233.0,1,46,981,26,0,0,0,44,1
1073,3,0,24163.0,2,3,17,6,0,0,0,51,0
1074,2,1,84460.0,0,80,523,22,5,0,1,63,2
1075,3,1,43776.0,1,77,23,4,0,0,0,38,0
1076,2,0,71691.0,0,0,1192,17,1,0,1,63,2
1077,2,1,85844.0,0,62,1958,20,1,0,0,48,1
1078,2,0,39190.0,1,91,133,9,0,0,0,47,0
1079,3,1,71367.0,0,24,777,17,0,0,0,62,1
1080,2,0,38578.0,2,2,73,9,0,0,0,49,0
1081,2,1,57236.0,2,22,121,10,0,0,0,56,0
1082,3,0,61825.0,1,56,424,15,0,0,0,42,0
1083,3,0,79803.0,1,54,868,13,0,0,0,63,1
1084,1,0,80910.0,0,71,756,15,0,0,0,35,1
1085,1,1,27590.0,1,38,12,4,0,0,0,39,0
1086,3,1,56775.0,1,62,937,25,0,0,0,42,1
1087,3,0,83829.0,0,78,1862,17,4,0,1,46,2
1088,1,1,54210.0,1,18,367,14,0,0,0,42,0
1089,3,1,38508.0,1,95,443,20,0,0,0,35,0
1090,3,1,53187.0,1,66,267,13,0,0,0,51,0
1091,3,1,30023.0,1,28,61,6,0,0,0,49,0
1092,2,0,76045.0,0,78,1323,21,1,0,0,61,1
1093,2,1,50870.0,1,13,63,6,0,0,0,69,0
1094,1,1,15315.0,0,27,64,8,0,0,0,51,0
1095,1,1,65463.0,1,17,562,19,1,0,0,47,1
1096,3,1,66480.0,2,71,312,19,0,0,0,56,1
1097,3,0,76773.0,0,79,1156,16,0,0,0,67,1
1098,1,0,81698.0,0,1,1104,16,2,0,1,38,2
1099,2,0,54466.0,2,78,16,4,0,0,0,48,0
1100,1,0,98777.0,0,23,2008,19,1,0,0,61,1
1101,2,0,16269.0,1,75,44,9,0,0,0,37,0
1102,3,1,71819.0,1,70,1574,14,2,0,0,50,1
1103,2,1,33569.0,1,10,63,5,2,0,1,38,2
1104,1,1,36262.0,0,24,426,12,2,0,1,38,2
1105,0,1,22634.0,0,47,96,6,0,0,0,55,0
1106,1,1,47025.0,1,98,635,23,0,0,0,43,1
1107,3,0,70566.0,1,4,757,22,0,0,0,53,1
1108,2,1,31605.0,1,15,125,9,0,0,0,42,0
1109,1,0,52034.0,2,67,332,16,0,0,0,48,0
1110,3,0,48526.0,1,32,135,8,0,0,0,42,0
1111,3,1,46734.0,1,40,330,14,0,0,0,67,0
1112,3,0,39552.0,2,54,384,20,1,0,1,59,2
1113,3,0,86358.0,2,78,1722,18,0,0,0,55,1
1114,3,1,46931.0,3,94,78,7,0,0,0,44,0
1115,0,0,16581.0,0,51,24,4,0,0,0,36,0
1116,1,0,63998.0,0,42,1168,25,1,0,1,69,2
1117,1,1,67381.0,1,67,957,17,1,0,0,70,1
1118,3,0,25930.0,2,87,15,4,0,0,0,54,0
1119,3,1,42693.0,1,29,57,5,0,0,0,43,0
1120,3,1,85606.0,1,89,1956,24,1,0,0,45,1
1121,3,0,72903.0,0,74,2013,21,4,0,1,36,2
1122,1,1,49669.0,1,97,326,14,0,0,0,47,0
1123,2,1,36778.0,2,63,77,9,0,0,0,53,0
1124,2,0,85696.0,0,88,1313,20,1,0,1,59,2
1125,1,0,10979.0,0,34,30,8,0,0,0,32,0
1126,3,1,49678.0,1,81,315,14,0,0,0,60,0
1127,1,1,56129.0,1,65,660,22,0,0,0,68,1
1128,3,1,37155.0,1,51,74,7,0,0,0,32,0
1129,1,0,21282.0,1,76,46,7,0,0,0,43,0
1130,2,0,33419.0,1,76,86,8,0,0,0,59,0
1131,3,0,63285.0,0,84,1103,25,0,0,0,76,1
1132,1,1,21255.0,1,56,61,11,0,0,0,47,0
1133,3,1,42162.0,1,31,145,9,2,0,1,40,2
1134,3,1,54450.0,2,0,684,31,0,0,0,65,1
1135,2,1,57744.0,1,91,411,16,0,0,0,67,1
1136,3,0,26576.0,1,40,27,4,2,0,1,35,2
1137,2,0,57513.0,0,59,1060,27,0,0,0,78,1
1138,3,1,68142.0,1,96,1459,24,0,0,0,57,1
1139,3,1,7500.0,1,61,18,4,0,0,0,42,0
1140,3,1,83145.0,0,14,1833,26,2,0,1,47,2
1141,1,1,54197.0,1,16,237,12,0,0,0,61,0
1142,2,0,23091.0,2,98,48,10,0,0,0,58,0
1143,3,1,46049.0,2,11,515,26,1,0,1,45,2
1144,3,1,56715.0,0,52,1020,15,0,0,0,47,1
1145,3,1,79410.0,0,19,1370,11,0,0,0,60,1
1146,3,1,57304.0,1,61,1026,25,0,0,0,70,1
1147,3,1,44375.0,1,73,301,12,0,0,0,56,0
1148,3,1,54450.0,2,0,684,31,0,0,0,65,1
1149,3,1,59594.0,1,74,499,17,1,0,0,56,1
1150,3,1,80685.0,0,55,1004,21,0,0,0,27,1
1151,2,1,40344.0,1,48,218,12,0,0,0,47,0
1152,3,1,62710.0,1,53,606,22,0,0,0,49,1
1153,1,1,48985.0,1,13,75,6,0,0,0,53,0
1154,3,1,35322.0,3,34,106,9,0,0,0,53,0
1155,3,1,77142.0,0,54,990,17,0,0,0,73,1
1156,3,0,81657.0,0,69,1097,16,0,0,0,52,1
1157,0,1,14421.0,0,81,16,4,1,0,0,25,0
1158,1,1,20130.0,0,99,34,5,0,0,0,47,0
1159,2,1,74214.0,0,3,1711,16,0,0,0,31,1
1160,1,1,66726.0,2,61,438,17,1,0,0,64,1
1161,0,1,23724.0,1,65,75,7,0,0,0,42,0
1162,1,1,47353.0,1,93,225,13,0,0,0,61,0
1163,1,1,33444.0,2,24,18,4,0,0,0,69,0
1164,3,1,54386.0,1,8,470,17,0,0,0,40,0
1165,3,0,28510.0,2,72,91,9,0,0,0,40,0
1166,1,0,90638.0,0,29,2525,18,1,0,0,30,1
1167,3,1,48070.0,1,33,504,19,0,1,0,71,3
1168,3,1,43140.0,1,68,235,11,0,0,0,64,0
1169,2,0,54959.0,1,55,1232,21,2,0,1,60,2
1170,0,0,15056.0,2,76,88,12,0,0,0,63,0
1171,3,0,26954.0,1,17,17,4,0,0,0,50,0
1172,3,0,22327.0,1,94,24,5,0,0,0,36,0
1173,3,1,44393.0,2,86,60,7,0,0,0,56,0
1174,2,0,62000.0,1,25,1020,26,1,0,0,69,1
1175,2,1,31497.0,1,22,155,10,0,0,0,59,0
1176,1,1,45894.0,2,15,51,5,0,0,0,47,0
1177,1,0,78579.0,0,35,1812,16,1,0,1,51,2
1178,1,0,67369.0,1,81,1461,25,3,0,1,52,2
1179,3,0,58401.0,1,55,96,6,0,0,0,61,0
1180,3,0,62307.0,1,94,160,9,0,0,0,69,0
1181,1,1,43641.0,2,50,139,10,0,0,0,52,0
1182,1,0,63841.0,1,64,908,22,0,0,0,53,1
1183,1,1,46891.0,1,91,183,8,0,0,0,56,0
1184,1,1,70091.0,1,11,1161,19,1,0,0,52,1
1185,2,1,78075.0,0,72,988,14,0,0,0,49,1
1186,1,0,59184.0,1,6,1072,27,0,0,0,60,1
1187,3,1,54809.0,2,0,174,12,0,0,0,44,0
1188,3,1,58113.0,1,66,758,22,0,1,0,62,3
1189,1,1,51412.0,1,42,195,11,0,0,0,63,0
1190,3,0,15287.0,1,60,31,6,2,0,1,42,2
1191,1,1,66636.0,0,64,1084,17,0,0,0,64,1
1192,1,1,50965.0,1,87,685,22,1,0,0,65,1
1193,2,1,84618.0,0,96,1672,26,1,0,0,56,1
1194,3,1,18351.0,0,1,43,6,0,0,0,31,0
1195,2,1,40451.0,2,54,49,5,1,0,0,64,0
1196,3,1,36317.0,1,53,133,9,0,0,0,56,0
1197,3,1,42213.0,1,96,363,15,1,0,0,64,0
1198,3,1,65748.0,1,58,545,18,0,1,0,66,3
1199,3,1,77044.0,1,12,1065,31,1,0,0,49,1
1200,3,1,74918.0,0,78,2047,21,1,0,0,52,1
1201,3,1,56721.0,2,64,296,15,0,0,0,49,0
1202,3,0,42160.0,2,26,140,11,1,0,1,46,2
1203,3,0,61559.0,1,8,530,17,0,0,0,56,1
1204,2,1,33629.0,2,49,152,13,0,0,0,58,0
1205,2,1,68682.0,0,56,1598,24,0,0,0,30,1
1206,3,0,34377.0,1,55,114,8,0,0,0,58,0
1207,0,0,8940.0,1,25,101,10,0,0,0,35,0
1208,3,1,26228.0,1,50,25,4,0,0,0,48,0
1209,1,0,77297.0,0,84,789,22,1,0,0,64,1
1210,3,1,40211.0,2,30,87,7,1,0,0,40,0
1211,2,0,33438.0,2,81,90,11,0,0,0,63,0
1212,2,1,75032.0,1,74,1215,20,0,0,0,62,1
1213,2,0,61284.0,0,76,811,22,1,0,0,66,1
1214,3,1,22518.0,1,36,61,7,2,0,1,35,2
1215,1,1,54730.0,1,64,405,18,0,0,0,46,0
1216,1,1,38452.0,2,62,72,9,0,0,0,66,0
1217,3,0,44421.0,2,53,189,14,0,0,0,50,0
1218,2,1,38197.0,1,86,40,5,0,0,0,35,0
1219,3,0,41986.0,1,15,63,10,0,0,0,43,0
1220,3,1,28427.0,1,67,52,7,0,0,0,38,0
1221,2,1,37395.0,1,47,39,5,0,0,0,45,0
1222,3,1,64722.0,1,47,805,25,0,0,0,50,1
1223,1,1,55249.0,1,81,130,8,0,0,0,65,0
1224,3,1,84906.0,0,98,1631,24,3,0,0,49,1
1225,3,1,28691.0,1,56,34,5,0,0,0,32,0
1226,3,0,44213.0,2,48,152,12,0,0,0,69,0
1227,0,0,25707.0,1,18,21,5,0,0,0,37,0
1228,2,1,59062.0,3,74,71,7,0,0,0,54,0
1229,3,0,76624.0,1,68,899,23,1,0,0,59,1
1230,1,1,66000.0,0,36,711,10,0,0,0,74,1
1231,2,1,27683.0,1,90,351,16,0,0,0,43,0
1232,3,0,1730.0,0,65,8,15,0,0,0,50,0
1233,0,0,7500.0,1,63,119,11,0,0,0,29,0
1234,3,1,40521.0,2,82,21,4,0,0,0,53,0
1235,2,1,20427.0,1,63,10,4,0,0,0,48,0
1236,3,1,65106.0,1,55,973,27,1,0,0,46,1
1237,2,1,69969.0,0,64,1536,13,3,0,1,56,2
1238,3,1,67433.0,2,51,992,28,1,0,0,69,1
1239,2,1,77766.0,1,97,1529,34,2,0,1,54,2
1240,3,1,74716.0,1,92,860,17,0,0,0,49,1
1241,3,0,68118.0,1,51,928,23,0,0,0,58,1
1242,2,1,55158.0,2,72,418,18,1,0,1,51,2
1243,1,1,62972.0,1,39,587,16,1,0,1,66,2
1244,3,1,74190.0,1,49,641,19,0,0,0,46,1
1245,3,1,39356.0,2,21,23,4,1,0,0,45,0
1246,3,1,76653.0,0,91,2279,23,2,0,0,52,1
1247,2,0,35860.0,2,37,49,6,1,0,0,48,0
1248,2,0,90687.0,0,98,1779,17,2,0,1,38,2
1249,1,1,73450.0,0,85,1804,27,2,0,0,39,1
1250,3,1,31454.0,2,40,48,8,0,0,0,61,0
1251,3,0,47139.0,2,2,83,7,1,0,1,69,2
1252,3,0,83829.0,0,78,1862,17,4,0,1,46,2
1253,2,1,53378.0,2,41,793,29,1,0,1,58,2
1254,3,1,19656.0,1,94,84,9,0,0,0,51,0
1255,2,1,45579.0,1,10,183,10,0,0,0,73,0
1256,1,0,85485.0,0,73,1383,19,0,0,0,63,1
1257,3,1,55956.0,0,22,999,16,1,0,0,77,1
1258,1,0,64191.0,1,30,825,24,0,0,0,58,1
1259,3,0,38808.0,1,21,246,14,2,0,1,49,2
1260,1,1,57183.0,2,51,610,25,0,0,0,55,1
1261,1,0,23748.0,1,97,76,9,0,0,0,53,0
1262,3,1,66303.0,1,56,1286,22,1,0,0,50,1
1263,1,1,37368.0,1,4,30,4,1,0,0,46,0
1264,3,1,40800.0,3,77,99,8,0,1,0,57,3
1265,3,0,71847.0,0,95,1192,22,1,0,0,43,1
1266,3,1,46149.0,1,36,362,18,0,0,0,46,0
1267,3,1,78687.0,0,13,2130,19,2,0,1,38,2
1268,1,0,49118.0,0,90,1229,28,3,0,1,50,2
1269,2,1,37633.0,2,49,38,6,0,0,0,64,0
1270,1,1,39767.0,0,18,485,17,0,0,0,70,1
1271,0,1,26997.0,0,89,434,13,0,0,0,70,0
1272,3,0,33986.0,1,43,44,5,0,0,0,51,0
1273,2,1,57091.0,1,82,496,18,2,0,1,49,2
1274,1,1,46831.0,2,84,78,7,0,0,0,52,0
1275,1,1,83151.0,0,80,2346,23,4,0,1,49,2
1276,3,1,52531.0,0,68,794,21,0,0,0,50,1
1277,3,1,15759.0,0,12,17,4,0,0,0,65,0
1278,3,0,22804.0,1,75,26,5,0,0,0,50,0
1279,1,1,43050.0,1,10,76,8,0,0,0,48,0
1280,2,0,42997.0,2,91,15,4,0,0,0,44,0
1281,2,0,48918.0,2,21,62,7,0,0,0,58,0
1282,1,1,60033.0,1,28,198,10,0,0,0,67,0
1283,2,1,34043.0,1,97,49,5,0,0,0,43,0
1284,3,1,57811.0,1,49,802,25,1,0,0,55,1
1285,3,1,78569.0,0,14,1736,15,2,0,1,75,2
1286,3,0,7500.0,2,5,57,10,0,0,0,43,0
1287,1,1,157733.0,1,37,59,2,0,0,0,50,1
1288,3,1,94384.0,0,62,2302,18,4,0,1,68,2
1289,1,1,23148.0,0,83,37,6,0,0,0,36,0
1290,3,0,44267.0,2,48,310,16,0,0,0,51,0
1291,3,1,71626.0,0,94,1305,19,1,0,0,42,1
1292,3,1,60894.0,1,61,832,26,0,0,0,55,1
1293,3,1,50200.0,2,70,401,19,0,0,0,45,0
1294,2,1,81051.0,0,43,1501,23,2,0,0,56,1
1295,3,1,65169.0,0,23,1189,28,5,0,1,39,2
1296,3,1,59868.0,1,37,1194,32,0,0,0,49,1
1297,2,1,65695.0,1,50,656,21,0,0,0,61,1
1298,1,0,64857.0,0,78,1540,23,0,0,0,65,1
1299,1,1,45143.0,1,74,311,15,0,0,0,56,0
1300,1,1,74805.0,1,14,820,26,0,0,0,66,1
1301,1,1,59060.0,1,77,274,14,0,0,0,32,0
1302,2,0,27238.0,2,39,57,9,0,0,0,59,0
1303,3,1,47009.0,1,89,448,17,0,0,0,56,1
1304,1,1,46094.0,2,62,44,5,0,0,0,48,0
1305,3,1,40321.0,2,59,102,8,0,0,0,49,0
1306,3,1,37235.0,1,68,61,5,0,0,0,37,0
1307,1,1,81843.0,0,13,1643,27,0,0,0,61,1
1308,1,1,46692.0,1,37,397,15,0,0,0,63,0
1309,3,1,77382.0,1,36,1121,26,1,0,0,53,1
1310,3,0,37774.0,2,28,473,16,2,1,1,44,3
1311,0,1,18393.0,1,2,50,8,0,0,0,47,0
1312,1,1,72828.0,1,17,1678,28,0,0,0,59,1
1313,3,1,24711.0,0,86,58,7,0,0,0,39,0
1314,2,1,45503.0,1,54,170,9,0,0,0,46,0
1315,1,0,6560.0,0,2,373,2,0,0,0,39,0
1316,2,1,71604.0,0,3,1196,17,2,0,1,76,2
1317,3,1,27244.0,1,84,101,8,0,0,0,42,0
1318,3,1,48752.0,2,8,316,17,1,0,1,52,2
1319,3,1,71434.0,1,4,1400,21,2,0,0,59,1
1320,3,0,90842.0,0,57,1424,27,0,0,0,73,1
1321,1,1,88097.0,1,24,844,20,4,0,1,43,2
1322,3,1,51948.0,1,51,311,13,0,0,0,46,0
1323,3,1,71853.0,0,29,1149,17,0,0,0,39,1
1324,1,1,35876.0,0,13,129,8,0,0,0,38,0
1325,3,0,40049.0,1,23,32,5,0,0,0,69,0
1326,3,0,39660.0,1,36,299,14,1,0,1,39,2
1327,3,1,50127.0,1,88,320,13,1,0,0,59,0
1328,1,1,43263.0,1,2,441,16,0,0,0,44,0
1329,1,1,62845.0,2,3,1178,28,2,0,1,72,2
1330,3,1,18929.0,0,15,85,6,0,0,0,31,0
1331,0,0,24367.0,1,58,24,4,0,0,0,39,0
1332,3,0,33249.0,1,11,112,8,0,0,0,46,0
1333,1,1,26887.0,1,27,30,5,0,0,0,62,0
1334,2,1,50150.0,0,32,410,16,0,0,0,38,1
1335,3,1,62061.0,1,12,800,24,1,0,0,45,1
1336,2,0,85696.0,0,88,1313,20,1,0,1,59,2
1337,2,1,76542.0,0,91,1483,23,0,0,0,65,1
